3.5,es,2021-03-19T09:27:26.000Z,Fm Cigars,//images.vivino.com/avatars/lnyP98LwS16tmicIv5pe9g.jpg,15,18,298,246,12
4.0,es,2021-07-03T20:30:50.000Z,Miguel García Capilla,//images.vivino.com/avatars/XnBdVuGyQpGlzb0_VPbYIQ.jpg,2,3,35,29,0}
